Gene name,ensembl_gene_id,target_id,pval,qval,b,Log2
Igfbp4,ENSMUSG00000017493,ENSMUST00000130530.7,2.00052470421143E-13,1.31455690752947E-10,5.6655932539,8.1737232912
Tnnt3,ENSMUSG00000061723,ENSMUST00000105953.9,1.05183059095244E-09,3.70868625195255E-07,5.6289916609,8.1209183544
Uqcc1,ENSMUSG00000005882,ENSMUST00000109636.10,2.12479925686473E-10,8.7762303781873E-08,5.4345897784,7.8404557225
Rubcn,ENSMUSG00000035629,ENSMUST00000089684.9,6.77267549106211E-13,3.86479162331411E-10,5.3910660621,7.7776642728
Mymk,ENSMUSG00000009214,ENSMUST00000009358.8,6.3674282689082E-17,6.97895860523511E-14,5.269607871,7.6024371429
Ccl21c,ENSMUSG00000096271,ENSMUST00000178765.1,0.0003218146,0.0292594954,5.1295406921,7.4003629185
Cgn,ENSMUSG00000068876,ENSMUST00000107273.7,0.00059262,0.0473321122,5.1227766788,7.3906045101
Palld,ENSMUSG00000058056,ENSMUST00000121493.8,0.0001937728,0.0191866038,4.91053705,7.0844074501
Klhl13,ENSMUSG00000036782,ENSMUST00000115316.8,0.000252518,0.023963793,4.8905434811,7.0555628274
Trim26,ENSMUSG00000024457,ENSMUST00000130367.7,0.0004309901,0.0362943849,4.8591067051,7.0102091466
Igfn1,ENSMUSG00000051985,ENSMUST00000140703.7,1.12600788326097E-12,6.34205660897988E-10,4.7398823052,6.8382046961
Gpsm1,ENSMUSG00000026930,ENSMUST00000078616.11,1.14123218852641E-05,0.0017008281,4.7332119441,6.8285813993
Ccnd3,ENSMUSG00000034165,ENSMUST00000183044.7,0.0003914365,0.0339524194,4.7235831445,6.8146899778
Ylpm1,ENSMUSG00000021244,ENSMUST00000168977.7,6.42040753209702E-05,0.0077561742,4.6283305417,6.6772695201
Fzr1,ENSMUSG00000020235,ENSMUST00000020457.13,0.0001492153,0.0154078996,4.5778409804,6.6044284804
Fyn,ENSMUSG00000019843,ENSMUST00000135242.7,5.66827636813032E-05,0.0070236422,4.5707538857,6.594203964
Eri2,ENSMUSG00000030929,ENSMUST00000150844.2,5.4230897302009E-05,0.0067779245,4.5125981285,6.5103029415
Rpl22,ENSMUSG00000028936,ENSMUST00000188151.1,0.000342749,0.0305358909,4.4753171743,6.4565178938
Igfn1,ENSMUSG00000051985,ENSMUST00000166193.8,2.57491121021675E-07,0.000056686,4.4266437156,6.3862969363
Chrng,ENSMUSG00000026253,ENSMUST00000027470.13,2.58205432034606E-08,7.08972779370827E-06,4.4169170441,6.3722643155
Tcea2,ENSMUSG00000059540,ENSMUST00000129006.1,0.0003428942,0.0305358909,4.4109286348,6.3636248671
Sytl2,ENSMUSG00000030616,ENSMUST00000107210.2,0.0002627166,0.0247690392,4.1699498208,6.0159659272
Ppp1r13b,ENSMUSG00000021285,ENSMUST00000220486.1,0.0001085494,0.0120401028,4.1111309754,5.9311082707
Ncam1,ENSMUSG00000039542,ENSMUST00000114476.7,9.26446112014029E-25,1.7469148448668E-21,3.9699291474,5.7273970937
Tnfrsf23,ENSMUSG00000037613,ENSMUST00000152703.1,3.7485159206538E-08,9.73469383010986E-06,3.853378824,5.55925052
Serpinb1a,ENSMUSG00000044734,ENSMUST00000221967.1,2.09037702684278E-05,0.0028964077,3.7919961301,5.4706940119
Cplx3,ENSMUSG00000039714,ENSMUST00000045068.9,4.95413359667696E-12,2.55780738040813E-09,3.6876699088,5.3201830899
Gprc5c,ENSMUSG00000051043,ENSMUST00000177952.7,0.0002884327,0.026671723,3.5642559094,5.142134325
Scn5a,ENSMUSG00000032511,ENSMUST00000065196.12,1.82309876319767E-11,8.7851078067911E-09,3.5587297411,5.1341617493
Pln,ENSMUSG00000038583,ENSMUST00000219921.1,0.0003495327,0.030873488,3.4147002739,4.9263711513
Hamp2,ENSMUSG00000056978,ENSMUST00000074671.8,5.56368445830249E-05,0.0069336618,3.3467307952,4.8283119215
A930003A15Rik,ENSMUSG00000075330,ENSMUST00000100083.3,5.22365263588882E-06,0.0008798743,3.2163733522,4.6402458849
Gdf5,ENSMUSG00000038259,ENSMUST00000040162.2,3.54731459726413E-30,1.0988820483482E-26,3.1645788472,4.5655222094
Myog,ENSMUSG00000026459,ENSMUST00000027730.5,2.22055356315834E-43,1.92606374961228E-39,3.1143223713,4.4930174408
Ankrd1,ENSMUSG00000024803,ENSMUST00000025718.8,2.23755369288691E-17,2.77258474590892E-14,3.0037419197,4.3334835717
S100a8,ENSMUSG00000056054,ENSMUST00000069927.9,3.7416250680144E-11,1.70811092183912E-08,2.9894398152,4.3128499965
Ncam1,ENSMUSG00000039542,ENSMUST00000166811.8,7.84679328191716E-05,0.0091975021,2.9193039591,4.2116653447
Ces2c,ENSMUSG00000061825,ENSMUST00000055052.5,0.0001446931,0.0150484314,2.8729647679,4.1448120233
Chrnd,ENSMUSG00000026251,ENSMUST00000073252.8,9.33117315419599E-26,2.10870830677425E-22,2.8331773022,4.0874108439
Clca1,ENSMUSG00000028255,ENSMUST00000029919.6,2.37787876594286E-10,9.63796487852113E-08,2.8036023344,4.0447431844
Tom1,ENSMUSG00000042870,ENSMUST00000212278.1,0.0001171577,0.0127707588,2.6671659743,3.8479071244
Scx,ENSMUSG00000034161,ENSMUST00000043089.8,1.1270944702127E-13,7.88402581913786E-11,2.312618226,3.3364028461
S100a8,ENSMUSG00000056054,ENSMUST00000198156.1,0.000028861,0.0038871772,2.3050886219,3.3255399236
Chrna1,ENSMUSG00000027107,ENSMUST00000028515.3,3.51269908450269E-25,7.25439269503795E-22,2.2863552206,3.2985133385
Cldn2,ENSMUSG00000047230,ENSMUST00000054889.3,0.000279515,0.0260134907,2.2444611954,3.2380730361
Plekhh1,ENSMUSG00000060716,ENSMUST00000219946.1,2.09793488601644E-40,1.13731672589559E-36,2.2280821801,3.214443112
Nptx1,ENSMUSG00000025582,ENSMUST00000026670.4,1.5520784021146E-07,0.00003604,2.223775946,3.2082305293
Ankrd2,ENSMUSG00000025172,ENSMUST00000026172.2,7.76432828584707E-53,3.36731153428902E-48,2.2065112507,3.183322839
Plekhh1,ENSMUSG00000060716,ENSMUST00000039928.6,2.37750825141721E-06,0.0004332359,2.1955722556,3.167541205
Ncam1,ENSMUSG00000039542,ENSMUST00000194252.5,0.0002134996,0.0207142331,2.192940924,3.163744996
Kcne1l,ENSMUSG00000090122,ENSMUST00000134825.2,1.81923725530066E-05,0.0025699837,2.1509151631,3.1031146392
Ankrd23,ENSMUSG00000067653,ENSMUST00000054665.9,0.000040116,0.0051212609,2.0712763708,2.9882201484
Gadd45a,ENSMUSG00000036390,ENSMUST00000043098.8,1.46402320418251E-46,1.58733055855478E-42,2.0550297691,2.9647812568
Lman1l,ENSMUSG00000056271,ENSMUST00000093832.10,0.000042367,0.0053562985,2.0550259415,2.9647757347
Col25a1,ENSMUSG00000058897,ENSMUST00000106353.1,3.05694661286175E-13,1.84134330073891E-10,1.9513046037,2.815137475
Eda2r,ENSMUSG00000034457,ENSMUST00000037353.9,3.89792641217065E-42,2.41498815099184E-38,1.9208375616,2.7711828244
Kcnn3,ENSMUSG00000000794,ENSMUST00000000811.7,2.70559110964038E-09,8.6278515319113E-07,1.8985289094,2.7389982426
Gadd45a,ENSMUSG00000036390,ENSMUST00000126194.1,0.000005707,0.0009339813,1.8882697024,2.7241973356
Pln,ENSMUSG00000038583,ENSMUST00000046221.7,2.04802496462963E-14,1.58608561948254E-11,1.8795454265,2.711610866
Arhgdig,ENSMUSG00000073433,ENSMUST00000025019.8,1.12612039957125E-05,0.0016842514,1.8451133164,2.6619358315
Ankrd23,ENSMUSG00000067653,ENSMUST00000193083.5,7.38983029937309E-17,7.81681829886613E-14,1.8197125048,2.6252902065
Sh2d6,ENSMUSG00000052631,ENSMUST00000089687.10,0.000117112,0.0127707588,1.7876883839,2.5790891661
Atp13a3,ENSMUSG00000022533,ENSMUST00000100013.8,1.00659242632198E-05,0.0015314362,1.7598370801,2.5389082283
Comp,ENSMUSG00000031849,ENSMUST00000003659.8,3.45051556267616E-08,9.01478370106641E-06,1.690223739,2.4384774063
Snx13,ENSMUSG00000020590,ENSMUST00000221876.1,0.000183076,0.0184218677,1.6687192551,2.407452994
Aif1l,ENSMUSG00000001864,ENSMUST00000001920.12,1.63474536648412E-34,6.44520652718634E-31,1.6547340837,2.3872766565
Kcnn3,ENSMUSG00000000794,ENSMUST00000124584.3,1.24338144794245E-42,8.98736833596936E-39,1.6490686927,2.3791032251
St8sia2,ENSMUSG00000025789,ENSMUST00000026896.9,6.41166272455596E-08,1.5980885097774E-05,1.6424854891,2.3696056699
Zfp697,ENSMUSG00000050064,ENSMUST00000056096.14,8.35162551538899E-10,3.01834705814088E-07,1.6346053813,2.3582370775
Myf6,ENSMUSG00000035923,ENSMUST00000044210.4,2.68645805876121E-51,5.82544997752075E-47,1.6276808594,2.3482471041
Myl6b,ENSMUSG00000039824,ENSMUST00000026428.3,5.1020876341097E-17,5.98033617847848E-14,1.6206527233,2.3381076468
Cfl2,ENSMUSG00000062929,ENSMUST00000223320.1,5.23432821677291E-06,0.0008798743,1.5998621733,2.3081132236
Ankrd55,ENSMUSG00000049985,ENSMUST00000022275.13,1.04772060248981E-06,0.0002115725,1.5892814082,2.2928484062
C1qtnf3,ENSMUSG00000058914,ENSMUST00000022853.14,0.000077131,0.0091066793,1.5846635036,2.2861861782
Cgref1,ENSMUSG00000029161,ENSMUST00000031051.7,6.41211901442329E-11,2.80896151046994E-08,1.5715332116,2.267243171
Sytl2,ENSMUSG00000030616,ENSMUST00000208580.1,0.0005647681,0.0456115992,1.5615916372,2.2529005108
Prkag3,ENSMUSG00000006542,ENSMUST00000160732.7,7.78483518697982E-16,7.67319357327563E-13,1.5531918186,2.2407821343
Prkag3,ENSMUSG00000006542,ENSMUST00000188073.6,7.78483518697982E-16,7.67319357327563E-13,1.5531918186,2.2407821343
Gfra4,ENSMUSG00000027316,ENSMUST00000156509.1,2.91901655509073E-07,6.39367823119847E-05,1.545399247,2.2295398298
Lrtm1,ENSMUSG00000045776,ENSMUST00000055662.3,4.04073924403704E-25,7.96558273975646E-22,1.5343314623,2.2135723917
Arpp21,ENSMUSG00000032503,ENSMUST00000161945.1,0.0002366031,0.022651746,1.525820511,2.2012936845
Actn3,ENSMUSG00000006457,ENSMUST00000006626.3,0.000000001,3.44490001915828E-07,1.4795543144,2.1345456721
Tceal5,ENSMUSG00000054034,ENSMUST00000066819.10,1.25562512714541E-09,4.32184175707693E-07,1.4727950462,2.1247941093
Nrap,ENSMUSG00000049134,ENSMUST00000095947.10,0.0005572057,0.0451690693,1.4631418161,2.1108674422
Myom3,ENSMUSG00000037139,ENSMUST00000105854.1,6.94412808966699E-06,0.0011072055,1.4564895619,2.1012702681
Fggy,ENSMUSG00000028573,ENSMUST00000176162.7,0.0005196103,0.0427608678,1.4556437194,2.1000499752
Alpk2,ENSMUSG00000032845,ENSMUST00000035548.14,5.87766789686077E-39,2.54908579018955E-35,1.454474953,2.0983638018
Scx,ENSMUSG00000034161,ENSMUST00000229271.1,1.24122511828253E-07,2.94156787731122E-05,1.448361337,2.0895437183
Myoc,ENSMUSG00000026697,ENSMUST00000028020.10,2.59340712501183E-05,0.0035369017,1.4398061594,2.077201206
Slc18a1,ENSMUSG00000036330,ENSMUST00000037478.12,0.0003098765,0.0282926987,1.4285125671,2.0609079965
Chad,ENSMUSG00000039084,ENSMUST00000040418.8,3.9401561211778E-05,0.0050857331,1.4177864286,2.0454334496
Rbfox1,ENSMUSG00000008658,ENSMUST00000229741.1,0.0005766675,0.0463138766,1.4153136859,2.0418660359
Serpinb1a,ENSMUSG00000044734,ENSMUST00000076352.7,2.38428959843598E-39,1.148936173273E-35,1.4031113072,2.0242617247
Chrnb1,ENSMUSG00000041189,ENSMUST00000154816.1,0.0001478201,0.0153046577,1.3530554233,1.9520463492
Myl4,ENSMUSG00000061086,ENSMUST00000123074.7,1.44989235555423E-10,0.000000061,1.3527335693,1.9515820121
Rgs16,ENSMUSG00000026475,ENSMUST00000027748.7,3.08612395017192E-07,6.72573415050281E-05,1.3461602592,1.9420987301
Runx1,ENSMUSG00000022952,ENSMUST00000023673.13,4.48854567473749E-32,1.49741336436685E-28,1.3415344706,1.9354251279
Zim1,ENSMUSG00000002266,ENSMUST00000002336.15,2.62172446222238E-15,2.47177322178527E-12,1.3311700949,1.9204724946
Peg3,ENSMUSG00000002265,ENSMUST00000051209.10,3.30808462976717E-13,1.96531948367634E-10,1.3310217078,1.9202584171
Rtn4,ENSMUSG00000020458,ENSMUST00000102841.7,5.67066233346079E-06,0.0009339813,1.3292114295,1.9176467377
Serpinb6a,ENSMUSG00000060147,ENSMUST00000043552.16,2.04611200042443E-10,8.53248378330839E-08,1.3119326777,1.8927187681
Cap2,ENSMUSG00000021373,ENSMUST00000119341.1,5.6920618902081E-06,0.0009339813,1.3072245117,1.8859263203
Chrnb1,ENSMUSG00000041189,ENSMUST00000045971.8,9.33042167922787E-21,1.3953484751946E-17,1.3068960147,1.8854523994
Tnfrsf23,ENSMUSG00000037613,ENSMUST00000035742.13,1.82837538698906E-13,1.21992018705121E-10,1.2996387432,1.8749823698
Sorbs1,ENSMUSG00000025006,ENSMUST00000225153.1,0.0003371826,0.0302442322,1.2898332776,1.8608360732
Sema4f,ENSMUSG00000000627,ENSMUST00000000641.14,4.60761961082229E-06,0.0007836386,1.2859819538,1.8552797875
Cdc42,ENSMUSG00000006699,ENSMUST00000030417.9,6.16647279882035E-21,9.55120567185857E-18,1.2835076192,1.8517100772
Sh3glb1,ENSMUSG00000037062,ENSMUST00000163279.5,1.21727738746183E-06,0.0002414813,1.2560090305,1.8120379996
Fxyd1,ENSMUSG00000036570,ENSMUST00000206860.1,2.17094955847263E-07,4.92941944509944E-05,1.2511294533,1.8049982578
Syt4,ENSMUSG00000024261,ENSMUST00000025110.3,2.95291634650813E-05,0.0039526244,1.2464028438,1.7981792017
Btc,ENSMUSG00000082361,ENSMUST00000121044.5,2.15518850221568E-07,4.91938790276799E-05,1.2331016404,1.7789896215
Atf3,ENSMUSG00000026628,ENSMUST00000195117.1,0.000006101,0.000990987,1.2171608215,1.7559918811
Sms,ENSMUSG00000071708,ENSMUST00000145477.7,2.72293538063077E-08,7.3348437591662E-06,1.2139194045,1.7513155049
Stbd1,ENSMUSG00000047963,ENSMUST00000050952.3,1.19766056102323E-22,1.92375336559319E-19,1.2114383686,1.7477361267
Megf10,ENSMUSG00000024593,ENSMUST00000075770.12,8.89617265558455E-06,0.0013878349,1.2079548804,1.7427105156
Fgf13,ENSMUSG00000031137,ENSMUST00000119306.1,1.24495327516651E-10,5.29337045006828E-08,1.1990241516,1.7298261974
Csrp3,ENSMUSG00000030470,ENSMUST00000208146.1,6.28511916674584E-05,0.0076352754,1.1915978832,1.7191123569
Hmga2,ENSMUSG00000056758,ENSMUST00000072777.13,0.0002280934,0.0219826306,1.1902105786,1.7171108993
Myl12a,ENSMUSG00000024048,ENSMUST00000024846.12,1.41627147161323E-26,4.09481849682627E-23,1.1700420479,1.6880138601
Ngfr,ENSMUSG00000000120,ENSMUST00000000122.6,5.40932632632186E-08,1.3560524476662E-05,1.1608891129,1.6748089662
Gdnf,ENSMUSG00000022144,ENSMUST00000022744.4,3.81252289050565E-11,1.72234692956604E-08,1.1607594102,1.6746218447
Ttc9,ENSMUSG00000042734,ENSMUST00000036116.5,6.43681763954447E-17,6.97895860523511E-14,1.1498750424,1.6589190213
Rap1gap2,ENSMUSG00000038807,ENSMUST00000123440.1,1.0511639934805E-10,4.55879312332558E-08,1.1469670553,1.6547236827
Gdf6,ENSMUSG00000051279,ENSMUST00000057613.2,0.0004248056,0.0359831887,1.1345518672,1.6368123525
Pdlim3,ENSMUSG00000031636,ENSMUST00000210422.1,2.82770223618646E-26,6.81303434895392E-23,1.1323873508,1.6336896154
Neb,ENSMUSG00000026950,ENSMUST00000075301.9,4.6407452236732E-06,0.0007861894,1.1316468873,1.6326213523
Zfp318,ENSMUSG00000015597,ENSMUST00000138127.7,2.99603188276075E-05,0.0039979971,1.1209243944,1.6171520651
Hspb8,ENSMUSG00000041548,ENSMUST00000036991.4,9.72449586928108E-26,2.10870830677425E-22,1.1182842066,1.6133430791
Car3,ENSMUSG00000027559,ENSMUST00000029076.5,0.0004216822,0.0357885198,1.1142837494,1.6075716395
Tnnt3,ENSMUSG00000061723,ENSMUST00000078497.14,3.75781240156087E-05,0.0048794181,1.1135238792,1.6064753784
Myo18a,ENSMUSG00000000631,ENSMUST00000135375.3,1.90094290358899E-05,0.0026766881,1.1053449801,1.5946757212
Tnfrsf12a,ENSMUSG00000023905,ENSMUST00000167059.7,1.62072329796762E-11,7.89765715837725E-09,1.1041703724,1.5929811206
Hhipl1,ENSMUSG00000021260,ENSMUST00000021685.7,5.49056910261054E-10,2.07061296879232E-07,1.0947918516,1.5794507751
Slc37a2,ENSMUSG00000032122,ENSMUST00000161114.1,0.0006215403,0.0491890172,1.0873016113,1.5686446426
Gprc5c,ENSMUSG00000051043,ENSMUST00000053361.11,2.21238098577555E-10,9.05176895963207E-08,1.0772549934,1.5541504367
Itga9,ENSMUSG00000039115,ENSMUST00000044165.13,1.18382785889309E-11,5.83425345594709E-09,1.0714991008,1.5458464391
Hspb7,ENSMUSG00000006221,ENSMUST00000102486.4,5.0592473247062E-24,9.14227071771596E-21,1.0672560762,1.5397250484
Prune2,ENSMUSG00000039126,ENSMUST00000087689.4,8.46085962985711E-07,0.0001730844,1.0624885054,1.5328468977
Myl12a,ENSMUSG00000024048,ENSMUST00000148960.7,4.3801823146448E-14,3.21973096277678E-11,1.0596464006,1.5287466072
